Title,Developer,Publisher,first_released,region_first_released_in,Excluded,released_in_eu_pal_or_na,Physical_Owned,type_owned
Godzilla: Save the Earth,Pipeworks Studios,Atari,02/11/2004,NA,FALSE,TRUE,FALSE,
Godzilla: Unleashed,Pipeworks Studios,Atari,20/11/2007,NA,FALSE,TRUE,FALSE,
Gokujou Seitokai,Konami,Konami,15/09/2005,JP,TRUE,FALSE,FALSE,
Gokuraku Jan Premium,Enterbrain,DigiCube,31/07/2003,JP,TRUE,FALSE,FALSE,
Gold X,Aruze,Nippon Amuse,27/11/2003,JP,TRUE,FALSE,FALSE,
Golden Age of Racing,Brain in a Jar,Midas Interactive Entertainment,02/09/2005,EU,FALSE,TRUE,FALSE,
GoldenEye: Rogue Agent,Electronic Arts,Electronic Arts,22/11/2004,NA,FALSE,TRUE,TRUE,Base
Golf Navigator Vol. 1,Dual,Spike,28/06/2001,JP,TRUE,FALSE,FALSE,
Golf Navigator Vol. 2,Dual,Spike,28/06/2001,JP,TRUE,FALSE,FALSE,
Golf Navigator Vol. 3,Dual,Spike,06/09/2001,JP,TRUE,FALSE,FALSE,
Golf Navigator Vol. 4,Dual,Spike,20/09/2001,JP,TRUE,FALSE,FALSE,
Golf Paradise DX,T&E Soft,T&E Soft,14/12/2000,JP,TRUE,FALSE,FALSE,
Goosebumps HorrorLand,Gusto Games,"Scholastic, Inc.",30/10/2008,NA,FALSE,TRUE,FALSE,
Gradius III and IV,Konami,Konami,13/04/2000,JP,FALSE,TRUE,TRUE,Base
Gradius V,Konami,Konami,22/07/2004,JP,FALSE,TRUE,FALSE,
Graffiti Kingdom,Taito,"TaitoJP, 505 Game StreetEU, Hot-BNA",22/09/2004,NA,FALSE,TRUE,FALSE,
Gran Turismo 3 A-Spec,Polyphony Digital,Sony Computer Entertainment,28/04/2001,JP,FALSE,TRUE,TRUE,Platinum
Gran Turismo 4,Polyphony Digital,Sony Computer Entertainment,28/12/2004,"AS,JP",FALSE,TRUE,TRUE,Base
Gran Turismo 4 Prologue,Polyphony Digital,Sony Computer Entertainment,04/12/2003,JP,FALSE,TRUE,FALSE,
Gran Turismo Concept 2002 Tokyo-Geneva,Polyphony Digital,Sony Computer Entertainment,19/07/2002,EU,FALSE,TRUE,FALSE,
Gran Turismo Concept 2002 Tokyo-Seoul,Polyphony Digital,Sony Computer Entertainment,16/05/2002,KO,TRUE,FALSE,FALSE,
Gran Turismo Concept: 2001 Tokyo,Polyphony Digital,Sony Computer Entertainment,01/01/2002,JP,TRUE,FALSE,FALSE,
Grand Prix Challenge,Infogrames Melbourne House,Infogrames,22/11/2002,EU,FALSE,TRUE,FALSE,
Grand Theft Auto III,DMA Design,"Rockstar GamesNA, Take-Two InteractivePAL, CapcomJP",22/10/2001,NA,FALSE,TRUE,TRUE,Base
Grand Theft Auto: Liberty City Stories,Rockstar Leeds,"Rockstar GamesNA, PAL, CapcomJP",06/06/2006,NA,FALSE,TRUE,TRUE,Base
Grand Theft Auto: San Andreas,Rockstar North,"Rockstar GamesNA, PAL, CapcomJP",26/10/2004,NA,FALSE,TRUE,TRUE,Base
Grand Theft Auto: Vice City,Rockstar North,"Rockstar GamesNA, PAL, CapcomJP",29/10/2002,NA,FALSE,TRUE,TRUE,Base
Grand Theft Auto: Vice City Stories,Rockstar Leeds,"Rockstar GamesNA, PAL, CapcomJP",05/03/2007,NA,FALSE,TRUE,FALSE,
Grandia II,Game Arts,"UbisoftEU, NA, EnixJP",28/01/2002,NA,FALSE,TRUE,FALSE,
Grandia III,Game Arts,Square Enix,04/08/2005,JP,FALSE,TRUE,FALSE,
Grandia Xtreme,Game Arts,Enix,31/01/2002,JP,FALSE,TRUE,FALSE,
Gravity Games Bike: Street. Vert. Dirt.,Midway Games,Midway Games,27/06/2002,NA,FALSE,TRUE,FALSE,
Green Green: Kane no Oto Dynamic,Success,Success,24/04/2003,JP,TRUE,FALSE,FALSE,
Green Green: Kane no Oto Romantic,Success,Success,24/04/2003,JP,TRUE,FALSE,FALSE,
Greg Hastings Tournament Paintball MAX'D,The Whole Experience,Activision,26/09/2006,NA,FALSE,TRUE,FALSE,
Gregory Horror Show,Capcom,Capcom,07/08/2003,JP,FALSE,TRUE,FALSE,
Gretzky NHL 06,Page 44 Studios,Sony Computer Entertainment,20/09/2005,NA,FALSE,TRUE,FALSE,
Gretzky NHL 2005,Page 44 Studios,Sony Computer Entertainment,09/11/2004,NA,FALSE,TRUE,FALSE,
GrimGrimoire,Vanillaware,"Nippon Ichi SoftwareJP, KO, NIS AmericaNA, KoeiPAL",12/04/2007,JP,FALSE,TRUE,FALSE,
Grooverider: Slot Car Racing,King of the Jungle,Play It!,28/01/2005,EU,FALSE,TRUE,FALSE,
Growlanser II: The Sense of Justice,Career Soft,Atlus,26/07/2001,JP,TRUE,FALSE,FALSE,
Growlanser III: The Dual Darkness,Career Soft,Atlus,06/12/2001,JP,TRUE,FALSE,FALSE,
Growlanser IV: Wayfarer of the Time,Career Soft,Atlus,18/12/2003,JP,TRUE,FALSE,FALSE,
Growlanser IV: Wayfarer of the Time - Return,Career Soft,Atlus,10/03/2005,JP,TRUE,FALSE,FALSE,
Growlanser VI: Precarious World,Career Soft,Atlus,21/06/2007,JP,TRUE,FALSE,FALSE,
Growlanser: Heritage of War,Career Soft,"AtlusJP, NA, Rising Star GamesEU",03/08/2006,JP,FALSE,TRUE,FALSE,
GT Racers,Aqua Pacific,Oxygen Games,05/11/2004,EU,FALSE,TRUE,TRUE,Base
GT-R 400,Kuju Entertainment,Midas Interactive Entertainment,25/06/2004,EU,FALSE,TRUE,FALSE,
GT-R Touring,Kuju Entertainment,Midas Interactive Entertainment,11/10/2006,EU,FALSE,TRUE,FALSE,
Guardian Angel,Vridge,Datam Polystar,27/02/2003,JP,TRUE,FALSE,FALSE,
Guerrilla Strike,Phoenix Games,Phoenix Games,2006,EU,FALSE,TRUE,FALSE,
Guilty Gear Isuka,Arc System Works,"Sammy StudiosJP, NA, 505 Game StreetEU",29/07/2004,JP,FALSE,TRUE,FALSE,
Guilty Gear X,Arc System Works,"Sammy StudiosNA, Virgin InteractiveEU",30/09/2001,NA,FALSE,TRUE,FALSE,
Guilty Gear X Plus,Arc System Works,Sammy Studios,29/11/2001,JP,TRUE,FALSE,FALSE,
Guilty Gear X2,Arc System Works,Sammy Studios,12/12/2002,JP,FALSE,TRUE,FALSE,
Guilty Gear X2 #Reload,Arc System Works,"Sammy StudiosJP, KO, Zoo Digital PublishingEU",31/07/2003,JP,FALSE,TRUE,FALSE,
Guilty Gear XX: Accent Core,Arc System Works,"Arc System WorksNA, Aksys GamesNA",31/05/2007,JP,FALSE,TRUE,FALSE,
Guilty Gear XX: Accent Core Plus,Arc System Works,"Arc System WorksJP, Aksys GamesNA, PQubeEU",27/03/2008,JP,FALSE,TRUE,FALSE,
Guilty Gear XX: Slash,Arc System Works,Sega,13/04/2006,JP,TRUE,FALSE,FALSE,
Guisard Revolution: Bokura wa Omoi o Mi ni Matou,KID,KID,03/03/2005,JP,TRUE,FALSE,FALSE,
Guitar Hero,Harmonix,RedOctane,07/11/2005,NA,FALSE,TRUE,FALSE,
Guitar Hero 5,Budcat Creations,Activision,01/09/2009,NA,FALSE,TRUE,FALSE,
Guitar Hero Encore: Rocks the 80s,Harmonix,Activision,24/07/2007,NA,FALSE,TRUE,FALSE,
Guitar Hero II,Harmonix,"RedOctaneEU, NA, ActivisionAU",07/11/2006,NA,FALSE,TRUE,TRUE,Base
Guitar Hero III: Legends of Rock,Neversoft,"RedOctaneNA, ActivisionJP, PAL",28/10/2007,NA,FALSE,TRUE,TRUE,Base
Guitar Hero Smash Hits,Beenox,Activision,16/06/2009,NA,FALSE,TRUE,FALSE,
Guitar Hero World Tour,Budcat Creations,Activision,26/10/2008,NA,FALSE,TRUE,FALSE,
Guitar Hero: Aerosmith,Budcat Creations,Activision,27/06/2008,EU,FALSE,TRUE,FALSE,
Guitar Hero: Metallica,Neversoft,Activision,14/04/2009,NA,FALSE,TRUE,FALSE,
Guitar Hero: Van Halen,Neversoft,Activision,22/12/2009,NA,FALSE,TRUE,FALSE,
GuitarFreaks & DrumMania: Masterpiece Gold,Konami,Konami,08/03/2007,JP,TRUE,FALSE,FALSE,
GuitarFreaks & DrumMania: Masterpiece Silver,Konami,Konami,31/08/2006,JP,TRUE,FALSE,FALSE,
GuitarFreaks 3rd Mix & DrumMania 2nd Mix,Konami,Konami,07/12/2000,JP,TRUE,FALSE,FALSE,
GuitarFreaks V & DrumMania V,Konami,Konami,16/03/2006,JP,TRUE,FALSE,FALSE,
GuitarFreaks V2 & DrumMania V2,Konami,Konami,22/11/2006,JP,TRUE,FALSE,FALSE,
GuitarFreaks V3 & DrumMania V3,Konami,Konami,04/10/2007,JP,TRUE,FALSE,FALSE,
Gumball 3000,Climax Studios,SCi Entertainment,20/09/2002,EU,FALSE,TRUE,FALSE,
Gun,Neversoft,Activision,08/11/2005,NA,FALSE,TRUE,FALSE,
Gunbird Special Edition,Neversoft,Activision,19/02/2004,JP,FALSE,TRUE,FALSE,
Guncom 2,Ecole Software,"Ecole SoftwareJP, Play It!EU",27/11/2003,JP,FALSE,TRUE,FALSE,
Gundam Musou Special,Koei,Namco,28/02/2008,JP,TRUE,FALSE,FALSE,
Gunfighter II: Revenge of Jesse James,Rebellion Developments,Ubisoft,28/03/2003,EU,FALSE,TRUE,FALSE,
Gungrave,Red Entertainment,Sega,18/07/2002,JP,FALSE,TRUE,FALSE,
Gungrave: Overdose,Red Entertainment,"Red EntertainmentJP, MastiffNA, Play It!EU",04/03/2004,JP,FALSE,TRUE,FALSE,
Gungriffon Blaze,Game Arts,"CapcomJP, Working DesignsNA, Swing! DeutschlandEU",10/08/2000,JP,FALSE,TRUE,FALSE,
Gunparade Orchestra: Ao no Shou,Alfa System,Sony Computer Entertainment,20/07/2006,JP,TRUE,FALSE,FALSE,
Gunparade Orchestra: Midori no Shou,Alfa System,Sony Computer Entertainment,30/03/2006,JP,TRUE,FALSE,FALSE,
Gunparade Orchestra: Shiro no Shou,Alfa System,Sony Computer Entertainment,12/01/2006,JP,TRUE,FALSE,FALSE,
Gunslinger Girl Volume I,Marvelous Entertainment,Bandai,08/04/2004,JP,TRUE,FALSE,FALSE,
Gunslinger Girl Volume II,Marvelous Entertainment,Bandai,17/06/2004,JP,TRUE,FALSE,FALSE,
Gunslinger Girl Volume III,Marvelous Entertainment,Bandai,19/08/2004,JP,TRUE,FALSE,FALSE,
Gunvari Collection + Time Crisis,Namco,Namco,12/12/2002,JP,TRUE,FALSE,FALSE,
Guts da!! Mori no Ishimatsu,Aruze Corporation,Aruze Corporation,31/03/2005,JP,TRUE,FALSE,FALSE,
H2O+: Footprints in the Sand,Makura,Regista,24/04/2008,JP,TRUE,FALSE,FALSE,
Habitrail Hamster Ball,Data Design Interactive,Phoenix Games,2005,EU,FALSE,TRUE,FALSE,
Hachi-One Diver,SilverStar,SilverStar,17/09/2009,JP,TRUE,FALSE,FALSE,
Hai-Shin 3,DigiCube,DigiCube,19/12/2002,JP,TRUE,FALSE,FALSE,
Hajime no Ippo 2: Victorious Road,ESP Software,ESP Software,29/01/2004,JP,TRUE,FALSE,FALSE,
Hajime no Ippo: Victorious Boxers - Championship Version,ESP Software,ESP Software,27/06/2002,JP,TRUE,FALSE,FALSE,
Hakarena Heart: Kimi ga Tame ni Kagayaki o,Russel,Russel,13/12/2007,JP,TRUE,FALSE,FALSE,
Hakoniwa Tetsudou: Blue Train Tokkyuuhen,Success,Success,30/05/2002,JP,TRUE,FALSE,FALSE,
Hakuouki,Idea Factory,Idea Factory,18/09/2008,JP,TRUE,FALSE,FALSE,
Hakuouki: Reimeiroku,Idea Factory,Idea Factory,28/10/2010,JP,TRUE,FALSE,FALSE,
Hakuouki: Zuisouroku,Idea Factory,Idea Factory,27/08/2009,JP,TRUE,FALSE,FALSE,
Hakushaku to Yousei: Yume to Kizuna ni Omoi Hasete,5pb,5pb,30/04/2009,JP,TRUE,FALSE,FALSE,
Half-Life,Gearbox Software,Sierra Entertainment,11/11/2001,NA,FALSE,TRUE,FALSE,
Hametsu no Mars,Design Factory,Idea Factory,26/05/2005,JP,TRUE,FALSE,FALSE,
Hamster Heroes,Data Design Interactive,Metro3D,15/07/2005,EU,FALSE,TRUE,FALSE,
Hana to Otome ni Shukufuku o: Harukaze no Okurimono,Alchemist,Alchemist,08/07/2010,JP,TRUE,FALSE,FALSE,
Hana to Taiyou to Ame to,Grasshopper Manufacture,Victor Interactive Software,02/05/2001,JP,TRUE,FALSE,FALSE,
Hanabi Hyakkei,Aruze Corporation,Nippon Amuse,30/10/2003,JP,TRUE,FALSE,FALSE,
Hanabi Shokunin Ninarou 2,Mahou,Mahou,26/06/2003,JP,TRUE,FALSE,FALSE,
Hanafuda,Success,Success,13/05/2004,JP,TRUE,FALSE,FALSE,
Hanakisou,HaccaWorks,Prototype,06/07/2006,JP,TRUE,FALSE,FALSE,
Hanayoi Romanesque: Ai to Kanashimi Sore wa Kimi no Tame no Aria,Vridge,Marvelous Entertainment,29/05/2008,JP,TRUE,FALSE,FALSE,
Hanjuku Eiyuu 4: 7-Jin no Hanjuku Eiyuu,Square Enix,Square Enix,26/05/2005,JP,TRUE,FALSE,FALSE,
Hanjuku Eiyuu Tai 3D,Square Enix,Square Enix,26/06/2003,JP,TRUE,FALSE,FALSE,
Hannspree Ten Kate Honda SBK,Milestone srl,"Black Bean GamesPAL, Valcon GamesNA",18/05/2007,EU,FALSE,TRUE,FALSE,
Hansel & Gretel,Phoenix Games,Phoenix Games,24/11/2006,EU,FALSE,TRUE,FALSE,
Hanuman: Boy Warrior,Aurona,Sony Computer Entertainment Europe,25/03/2009,IN,FALSE,TRUE,FALSE,
Happiness! De-Lucks,Marvelous Entertainment,Marvelous Entertainment,25/01/2007,JP,TRUE,FALSE,FALSE,
Happy Breeding: Cheerful Party,PrincessSoft,PrincessSoft,27/02/2003,JP,TRUE,FALSE,FALSE,
Happy Feet,A2M,Midway Games,14/11/2006,NA,FALSE,TRUE,TRUE,Base
Happy! Happy!! Boarders in Hokkaido,Racjin,Atlus,14/12/2000,JP,TRUE,FALSE,FALSE,
Hard Hitter Tennis,Magical Company,"MahouJP, AtlusNA, Midas Interactive EntertainmentEU",07/02/2002,JP,FALSE,TRUE,FALSE,
Hard Knock High,Opus,"D3 PublisherJP, Essential GamesEU",14/09/2006,JP,FALSE,TRUE,FALSE,
Hard Rock Casino,FarSight Studios,"Crave EntertainmentNA, Oxygen GamesPAL",27/11/2006,NA,FALSE,TRUE,FALSE,
Hardware: Online Arena,London Studio,Sony Computer Entertainment Europe,07/11/2003,EU,FALSE,TRUE,FALSE,
Harley-Davidson Motorcycles: Race to the Rally,Fun Labs,Activision,27/11/2006,NA,FALSE,TRUE,FALSE,
Harry Potter and the Chamber of Secrets,Eurocom,Electronic Arts,05/11/2002,NA,FALSE,TRUE,TRUE,Base
Harry Potter and the Goblet of Fire,EA UK,Electronic Arts,08/11/2005,NA,FALSE,TRUE,TRUE,Base
Harry Potter and the Half-Blood Prince,EA Bright Light,Electronic Arts,30/06/2009,NA,FALSE,TRUE,FALSE,
Harry Potter and the Order of the Phoenix,Electronic Arts,Electronic Arts,25/06/2007,NA,FALSE,TRUE,TRUE,Base
Harry Potter and the Philosopher's Stone,Warthog,Electronic Arts,09/12/2003,NA,FALSE,TRUE,FALSE,
Harry Potter and the Prisoner of Azkaban,Electronic Arts,Electronic Arts,29/05/2004,EU,FALSE,TRUE,TRUE,Platinum
Harry Potter: Quidditch World Cup,EA UK,Electronic Arts,28/10/2003,NA,FALSE,TRUE,TRUE,Base
Haru no Ashioto: Step of Spring,Alchemist,Alchemist,06/04/2006,JP,TRUE,FALSE,FALSE,
Harukanaru Toki no Naka de 2,Koei,Koei,28/02/2002,JP,TRUE,FALSE,FALSE,
Harukanaru Toki no Naka de 3,Koei,Koei,22/12/2004,JP,TRUE,FALSE,FALSE,
Harukanaru Toki no Naka de 3: Izayoiki,Koei,Koei,22/09/2005,JP,TRUE,FALSE,FALSE,
Harukanaru Toki no Naka de 3: Unmei no Labyrinth,Koei,Koei,23/03/2006,JP,TRUE,FALSE,FALSE,
Harukanaru Toki no Naka de 4,Koei,Koei,19/06/2008,JP,TRUE,FALSE,FALSE,
Harukanaru Toki no Naka de: Hachiyoushou,Koei,Koei,01/04/2005,JP,TRUE,FALSE,FALSE,
Harukanaru Toki no Naka de: Maihitoyo,Koei,Koei,21/09/2006,JP,TRUE,FALSE,FALSE,
Harukanaru Toki no Naka de: Yumenoukihashi Special,Koei,Koei,29/01/2009,JP,TRUE,FALSE,FALSE,
Harvest Moon: A Wonderful Life,Tose,"Marvelous EntertainmentJP, Natsume Inc.NA, 505 Game StreetEU",11/11/2004,JP,FALSE,TRUE,FALSE,
Harvest Moon: Save the Homeland,Victor Interactive Software,"Victor Interactive SoftwareJP, Natsume Inc.NA",22/11/2001,NA,FALSE,TRUE,FALSE,
Harvey Birdman: Attorney at Law,High Voltage Software,Capcom,08/01/2008,NA,FALSE,TRUE,FALSE,
Hasbro Family Game Night,EA Bright Light,Electronic Arts,11/11/2008,NA,FALSE,TRUE,FALSE,
Hatsukoi: First Kiss,PrincessSoft,PrincessSoft,30/06/2005,JP,TRUE,FALSE,FALSE,
Haunting Ground,Capcom,Capcom,21/04/2005,JP,FALSE,TRUE,FALSE,
Haven: Call of the King,Traveller's Tales,Midway Games,17/11/2002,NA,FALSE,TRUE,TRUE,Base
Hawk-Kawasaki Racing,Infusion Games,Midas Interactive Entertainment,11/10/2006,EU,FALSE,TRUE,FALSE,
Hayarigami 2: Keishichou Kaii Jiken File,Nippon Ichi Software,Nippon Ichi Software,15/11/2007,JP,TRUE,FALSE,FALSE,
Hayarigami Revenge: Keishichou Kaii Jiken File,Nippon Ichi Software,Nippon Ichi Software,14/07/2005,JP,TRUE,FALSE,FALSE,
Hayarigami: Keishichou Kaii Jiken File,Nippon Ichi Software,Nippon Ichi Software,05/08/2004,JP,TRUE,FALSE,FALSE,
Headhunter,Amuze,"Sony Computer Entertainment EuropeEU, Acclaim EntertainmentNA",22/03/2002,EU,FALSE,TRUE,FALSE,
Headhunter: Redemption,Amuze,Sega,27/08/2004,EU,FALSE,TRUE,FALSE,
Heart no Kuni no Alice: Wonderful Wonder World,Quinrose,Prototype,18/09/2008,JP,TRUE,FALSE,FALSE,
Heartbeat Boxing,Tamsoft,"D3 PublisherJP, AgetecEU",27/02/2003,JP,FALSE,TRUE,FALSE,
Heatseeker,IR Gurus,Codemasters,30/03/2007,EU,FALSE,TRUE,FALSE,
Heavenly Guardian,Starfish SD,"Starfish SDJP, UFO Interactive GamesNA, 505 Game StreetEU",26/02/2008,NA,FALSE,TRUE,FALSE,
Heavy Metal Thunder,Media Vision,Square Enix,01/09/2005,JP,TRUE,FALSE,FALSE,
Heisei Bakutoden,Kouyousha,Success,11/11/2004,JP,TRUE,FALSE,FALSE,
Hello Kitty: Minna de Sugoroku,Atelier Double,D3 Publisher,14/11/2002,JP,TRUE,FALSE,FALSE,
Hello Kitty: Roller Rescue,XPEC Entertainment,"HamsterJP, XplosivPAL",28/04/2005,JP,FALSE,TRUE,FALSE,
Hello Kitty: Starlight Puzzle,Atelier Double,D3 Publisher,14/11/2002,JP,TRUE,FALSE,FALSE,
Heracles: Battle with the Gods,Neko Entertainment,Midas Interactive Entertainment,10/03/2006,EU,FALSE,TRUE,TRUE,Base
Heracles: Chariot Racing,Neko Entertainment,Midas Interactive Entertainment,27/06/2007,EU,FALSE,TRUE,FALSE,
Herdy Gerdy,Core Design,Eidos Interactive,22/02/2002,EU,FALSE,TRUE,FALSE,
Hermina to Culus,Gust,Gust,20/12/2001,JP,TRUE,FALSE,FALSE,
Heroes of Might and Magic: Quest for the Dragon Bone Staff,New World Computing,3DO,18/04/2001,NA,FALSE,TRUE,FALSE,
Heroes of the Pacific,Transmission Games,"CodemastersEU, UbisoftNA",23/09/2005,EU,FALSE,TRUE,FALSE,
Hidden Invasion,Toka,"Swing! DeutschlandEU, Conspiracy EntertainmentNA",07/12/2001,EU,FALSE,TRUE,FALSE,
Higanbana,Sammy Studios,Sammy Studios,26/12/2002,JP,TRUE,FALSE,FALSE,
High Heat Major League Baseball 2002,3DO,3DO,27/03/2001,NA,FALSE,TRUE,FALSE,
High Heat Major League Baseball 2003,3DO,3DO,09/02/2002,NA,FALSE,TRUE,FALSE,
High Heat Major League Baseball 2004,3DO,3DO,20/02/2003,NA,FALSE,TRUE,FALSE,
High Rollers Casino,Virtual Toys,Mud Duck Productions,10/11/2004,NA,FALSE,TRUE,FALSE,
High School Musical 3: Senior Year DANCE!,Page 44 Studios,Disney Interactive Studios,28/10/2008,NA,TRUE,TRUE,FALSE,
High School Musical: Sing It!,Artificial Mind and Movement,Disney Interactive Studios,30/10/2007,NA,TRUE,TRUE,TRUE,Base
Higurashi no Naku Koro ni Matsuri,07th Expansion,Alchemist,22/02/2007,JP,TRUE,FALSE,FALSE,
Higurashi no Naku Koro ni Matsuri: Kakera Asobi,07th Expansion,Alchemist,20/12/2007,JP,TRUE,FALSE,FALSE,
Hiiro no Kakera,Design Factory,Idea Factory,06/07/2006,JP,TRUE,FALSE,FALSE,
Hiiro no Kakera: Ano Sora no Shita de,Design Factory,Idea Factory,15/02/2007,JP,TRUE,FALSE,FALSE,
Hiiro no Kakera: Shin Tamayori Hime Denshou,Design Factory,Idea Factory,01/10/2009,JP,TRUE,FALSE,FALSE,
Himehibi: New Princess Days!! Zoku! Ni-Gakki,Takuyo,Takuyo,25/06/2009,JP,TRUE,FALSE,FALSE,
HimeHibi: Princess Days,Takuyo,Takuyo,28/12/2006,JP,TRUE,FALSE,FALSE,
Hissatsu Pachi-Slot Evolution: Ninja Hattori-Kun V,SunSoft,SunSoft,22/12/2005,JP,TRUE,FALSE,FALSE,
Hissatsu Pachinko Evolution 2: Osomatsu-Kun,SunSoft,SunSoft,02/03/2006,JP,TRUE,FALSE,FALSE,
Hissatsu Pachinko Station V: Honoo no Bakushougun,SunSoft,SunSoft,07/06/2001,JP,TRUE,FALSE,FALSE,
Hissatsu Pachinko Station V10,SunSoft,SunSoft,17/03/2005,JP,TRUE,FALSE,FALSE,
Hissatsu Pachinko Station V11,SunSoft,SunSoft,29/09/2005,JP,TRUE,FALSE,FALSE,
Hissatsu Pachinko Station V2,SunSoft,SunSoft,12/07/2001,JP,TRUE,FALSE,FALSE,
Hissatsu Pachinko Station V3,SunSoft,SunSoft,25/04/2002,JP,TRUE,FALSE,FALSE,
Hissatsu Pachinko Station V4,SunSoft,SunSoft,22/08/2002,JP,TRUE,FALSE,FALSE,
Hissatsu Pachinko Station V5,SunSoft,SunSoft,31/10/2002,JP,TRUE,FALSE,FALSE,
Hissatsu Pachinko Station V6,SunSoft,SunSoft,05/12/2002,JP,TRUE,FALSE,FALSE,
Hissatsu Pachinko Station V7,SunSoft,SunSoft,22/05/2003,JP,TRUE,FALSE,FALSE,
Hissatsu Pachinko Station V8,SunSoft,SunSoft,20/11/2003,JP,TRUE,FALSE,FALSE,
Hissatsu Pachinko Station V9: Osomatsu-kun,SunSoft,SunSoft,24/02/2005,JP,TRUE,FALSE,FALSE,
Hissatsu Ura-Kagyou,Lightweight,Genki,22/09/2005,JP,TRUE,FALSE,FALSE,
Hisshou Pachinko Kouryaku Series Vol. 1: CR Shinseiki Evangelion,D3 Publisher,D3 Publisher,20/10/2005,JP,TRUE,FALSE,FALSE,
Hisshou PachinkoPachi-Slot Kouryaku Series Vol. 10: CR Shinseiki Evangelion: Kiseki no Kachi,D3 Publisher,D3 Publisher,07/06/2007,JP,TRUE,FALSE,FALSE,
"Hisshou PachinkoPachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion – Magokoro o, Kimi ni",D3 Publisher,D3 Publisher,27/09/2007,JP,TRUE,FALSE,FALSE,
"Hisshou PachinkoPachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion – Shito, Futatabi",D3 Publisher,D3 Publisher,26/06/2008,JP,TRUE,FALSE,FALSE,
Hisshou PachinkoPachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion – Yakusoku no Toki,D3 Publisher,D3 Publisher,18/12/2008,JP,TRUE,FALSE,FALSE,
Hisshou PachinkoPachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,D3 Publisher,D3 Publisher,30/07/2009,JP,TRUE,FALSE,FALSE,
Hisshou PachinkoPachi-Slot Kouryaku Series Vol. 2: Bomber Powerful & Yume Yume World DX,D3 Publisher,D3 Publisher,12/01/2006,JP,TRUE,FALSE,FALSE,
Hisshou PachinkoPachi-Slot Kouryaku Series Vol. 3: CR Marilyn Monroe,D3 Publisher,D3 Publisher,23/02/2006,JP,TRUE,FALSE,FALSE,
Hisshou PachinkoPachi-Slot Kouryaku Series Vol. 4: CR Ashita Gaarusa Yoshimoto World,D3 Publisher,D3 Publisher,25/05/2006,JP,TRUE,FALSE,FALSE,
Hisshou PachinkoPachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion 2nd Impact Pachi-Slot Shinseiki Evangelion,D3 Publisher,D3 Publisher,08/06/2006,JP,TRUE,FALSE,FALSE,
Hisshou PachinkoPachi-Slot Kouryaku Series Vol. 6: 7Cafe Keishikina Bomber Powerful 2,D3 Publisher,D3 Publisher,03/08/2006,JP,TRUE,FALSE,FALSE,
Hisshou PachinkoPachi-Slot Kouryaku Series Vol. 7: CR Fever Powerful Zero,D3 Publisher,D3 Publisher,26/10/2006,JP,TRUE,FALSE,FALSE,
Hisshou PachinkoPachi-Slot Kouryoku Series Vol. 8: CR Matsuura Aya,D3 Publisher,D3 Publisher,30/11/2006,JP,TRUE,FALSE,FALSE,
Hisshou PachinkoPachi-Slot Kouryoku Series Vol. 9: CR Fever Captain Harlock,D3 Publisher,D3 Publisher,08/03/2007,JP,TRUE,FALSE,FALSE,
Hisui no Shizuku: Hiiro no Kakera 2,Design Factory,Idea Factory,09/08/2007,JP,TRUE,FALSE,FALSE,
Hitman 2: Silent Assassin,IO Interactive,Eidos Interactive,01/10/2002,NA,FALSE,TRUE,TRUE,Platinum
Hitman: Blood Money,IO Interactive,Eidos Interactive,26/05/2006,EU,FALSE,TRUE,TRUE,Base
Hitman: Contracts,IO Interactive,Eidos Interactive,20/04/2004,NA,FALSE,TRUE,FALSE,
Hokenshitsu e Youkoso,PrincessSoft,PrincessSoft,30/11/2006,JP,TRUE,FALSE,FALSE,
Hokkahoka Sentou,Tecmo,Tecmo,25/07/2002,JP,TRUE,FALSE,FALSE,
Hokuto no Ken,Arc System Works,Sega,27/03/2007,JP,TRUE,FALSE,FALSE,
Home Alone,Coyote Console,Blast! Entertainment Ltd,29/11/2006,EU,FALSE,TRUE,FALSE,
Home Maid: Owari no Tachi,PrincessSoft,PrincessSoft,02/06/2005,JP,TRUE,FALSE,FALSE,
Homerun,Mahou,Mahou,16/08/2001,JP,FALSE,TRUE,FALSE,
Homura,Skonec,"TaitoJP, 505 Game StreetEU",01/12/2005,JP,FALSE,TRUE,FALSE,
Honkakuha 2000 Series: 3D Mahjong + Janpai Tori,Magnolia,Magnolia,16/11/2006,JP,TRUE,FALSE,FALSE,
Honkakuteki Pachinko Jikki Kouryaku Series: Milky Bar and Kirakuin,Unbalance,Unbalance,19/07/2001,JP,TRUE,FALSE,FALSE,
Honoo no Takuhaibin,Success,Success,19/10/2006,JP,TRUE,FALSE,FALSE,
Hooligan: Kimi no Naka no Yuuki,Frontwing,Pacific Century Cyber Works,29/08/2002,JP,TRUE,FALSE,FALSE,
Hoppie,Phoenix Games,Phoenix Games,2006,EU,FALSE,TRUE,FALSE,
